;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Perpetual's Select Superannuation Fund;Public offer;Retail;Corporate base;Perpetual Superannuation Limited;Financial services corporation ownership;For profit status;14 142;1 453 795;*;*;;*;*;870 987;;*;384;1 114;1 626;841;654;532;314;238;208;324;*;;29 132;41 914;93 433;56 117;47 662;55 301;52 587;57 421;53 359;85 285;*;;594;1 496;1 913;926;771;709;493;307;239;338;*;;66 786;88 626;132 542;80 138;85 023;99 252;84 404;68 230;62 244;92 057;*;
Personal Choice Private Fund;Public offer;Retail;General base;CCSL Limited;Financial services corporation ownership;For profit status;1 179;268 746;531;648;;;114 594;154 152;;;*;*;53;33;42;46;83;94;108;54;*;;*;*;4 384;4 036;6 605;10 542;24 235;24 484;28 409;11 277;*;;*;*;64;64;48;84;106;123;80;58;*;;*;*;9 220;11 116;7 721;22 865;34 149;36 197;18 881;12 983;*;
Pitcher Retirement Plan;Non public offer;Corporate;Corporate base;Pitcher Retirement Plan Pty Ltd;Other ownership type;Not for profit status;1 034;87 969;475;559;;;33 616;54 353;;;38;154;138;57;33;26;*;*;*;*;;;127;5 333;10 695;5 914;3 153;3 297;*;*;*;*;;;46;171;157;56;42;42;*;*;*;;;;237;5 290;14 448;8 704;7 834;8 868;*;*;*;;;
Port of Melbourne Superannuation Fund;Non public offer;Retail;Corporate base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;32;28 625;*;*;;;*;*;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Powerwrap Master Plan;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;1 290;204 387;520;770;;;79 220;125 167;;;;*;59;51;39;47;61;73;75;64;*;;;*;3 420;5 007;4 615;7 548;11 666;17 697;15 615;10 882;*;;*;*;143;70;56;93;99;84;93;71;*;;*;*;11 127;8 714;7 931;21 147;21 083;18 964;20 481;12 631;*;
Praemium SMA Superannuation Fund;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;7 041;1 251 808;2 971;4 070;;0;534 285;717 523;;0;*;239;576;327;345;387;424;360;185;101;*;;*;11 316;49 893;36 494;52 511;81 953;107 992;102 466;59 274;31 053;*;;*;385;906;519;512;483;496;406;194;119;*;;*;22 086;100 840;70 669;82 241;107 747;130 860;120 296;48 923;30 591;*;
Premiumchoice Retirement Service;Public offer;Retail;General base;Nulis Nominees (Australia) Limited;Financial services corporation ownership;For profit status;2 272;452 960;1 040;1 232;;;186 985;265 975;;;*;*;137;116;113;98;123;160;140;112;*;;*;*;14 599;16 343;17 979;20 183;29 845;42 219;23 273;19 802;*;;*;*;146;138;139;161;159;173;150;115;*;;*;*;19 436;24 692;22 949;45 377;43 995;54 191;34 783;17 138;*;
Prime Super;Public offer;Industry;Industry base;Prime Super Pty Ltd;Other ownership type;Not for profit status;131 615;5 107 110;*;*;;*;*;3 199 144;;*;7 187;10 988;8 161;4 594;4 180;4 313;3 168;1 685;747;282;*;*;20 544;143 554;280 562;214 047;258 102;361 922;316 056;191 631;85 532;35 079;*;*;14 743;22 859;16 612;8 425;7 404;6 629;4 760;2 631;1 205;599;*;*;64 583;413 799;682 088;441 670;450 160;472 956;338 532;206 929;82 509;43 495;*;*
Public Sector Superannuation Accumulation Plan;Non public offer;Public Sector;Government base;Commonwealth Superannuation Corporation;Public sector organisation ownership;Not for profit status;140 419;14 410 596;80 896;59 371;*;*;7 615 152;6 791 838;*;*;4 589;25 531;25 031;8 263;6 445;5 758;3 424;1 406;367;*;*;*;58 507;1 685 945;2 769 930;948 857;787 694;727 479;430 854;167 898;34 343;*;*;*;3 586;17 387;17 590;6 089;4 821;4 456;3 085;1 639;561;*;*;*;40 788;1 137 596;2 276 204;932 143;807 779;766 251;506 028;240 365;72 500;*;*;*
Public Sector Superannuation Scheme;Non public offer;Public Sector;Government base;Commonwealth Superannuation Corporation;Public sector organisation ownership;Not for profit status;223 147;0;130 528;92 581;;38;0;0;;0;*;536;26 872;25 420;24 470;22 229;14 654;8 522;5 090;2 529;137;*;*;0;0;0;0;0;0;0;0;0;0;*;*;374;15 618;16 729;16 602;16 160;11 887;7 373;4 956;2 645;178;*;*;0;0;0;0;0;0;0;0;0;0;*
Qantas Superannuation Plan;Non public offer;Corporate;Corporate base;Qantas Superannuation Limited;Employer sponsor (non-public sector) ownership;Not for profit status;31 174;8 034 747;12 737;18 437;;;2 372 523;5 662 224;;;432;1 886;2 966;2 258;2 091;1 702;899;345;138;20;;;3 761;65 187;313 702;420 404;540 403;562 433;294 049;122 253;41 755;8 576;;;692;2 262;3 586;2 847;2 782;2 960;1 943;829;401;*;*;;5 168;100 228;549 441;884 019;1 103 503;1 473 425;973 152;337 536;185 707;*;*;
QSuper;Public offer;Public Sector;Government base;QSuper Board;Public sector organisation ownership;Not for profit status;588 434;104 282 573;377 788;*;*;*;57 692 653;*;*;*;18 092;68 402;86 518;50 400;45 313;41 420;31 871;19 581;10 505;5 331;355;;211 171;4 017 202;9 549 776;7 305 706;8 369 058;9 494 299;8 677 638;5 769 191;2 958 785;1 316 586;23 241;;9 471;33 498;42 757;25 629;24 491;23 647;20 426;14 737;9 382;6 198;393;;82 925;2 019 233;6 008 839;5 221 806;6 516 919;8 001 414;7 881 376;5 655 056;3 300 853;1 841 332;59 643;
Rei Super;Public offer;Industry;Industry base;Rei Superannuation Fund Pty Limited;Nominating organisation ownership;Not for profit status;27 774;1 671 998;17 660;10 114;;;946 614;725 384;;;1 799;4 526;4 639;2 049;1 551;1 259;918;556;289;*;*;;11 103;130 261;241 579;138 253;115 030;113 259;92 301;67 526;30 082;*;*;;1 094;2 416;2 335;1 040;912;796;669;457;282;*;*;;6 430;71 857;179 288;107 884;98 783;90 187;74 820;50 944;34 249;*;*;
Retail Employees Superannuation Trust;Public offer;Industry;Industry base;Retail Employees Superannuation Pty. Limited;Nominating organisation ownership;Not for profit status;2 026 582;55 700 847;1 209 652;*;;*;32 121 165;*;;*;371 359;357 609;200 966;84 333;67 513;58 416;38 558;19 677;8 416;2 633;67;105;1 635 091;6 898 003;6 496 251;3 666 623;3 460 924;3 683 257;3 020 869;1 966 252;935 079;351 328;6 950;538;287 042;267 775;130 157;41 609;29 409;24 448;18 098;10 507;5 324;2 392;95;72;1 234 651;5 360 990;5 632 577;2 566 908;2 241 436;2 270 522;1 871 862;1 235 502;785 047;363 942;15 741;368
Retirement Portfolio Service;Public offer;Retail;General base;OnePath Custodians Pty Limited;Financial services corporation ownership;For profit status;919 797;38 738 264;388 500;530 964;;333;14 557 770;24 136 996;;43 498;53 004;119 295;82 743;35 501;27 199;21 782;16 729;11 719;9 235;9 777;1 516;;104 381;1 141 222;2 406 696;1 507 579;1 359 930;1 410 898;1 788 162;1 947 537;1 559 549;1 206 961;124 855;;62 092;153 488;118 100;51 064;41 464;36 178;27 531;16 686;10 991;11 191;2 179;;135 489;1 772 565;4 451 488;3 050 274;2 914 803;3 112 909;2 896 113;2 361 292;1 821 618;1 455 584;164 860;
Retirement Wrap;Public offer;Retail;General base;BT Funds Management Limited;Financial services corporation ownership;For profit status;811 389;69 565 240;364 718;446 671;;;29 003 806;40 561 434;;;44 015;99 408;72 949;33 467;28 660;24 506;20 916;16 178;12 448;10 520;1 651;;146 830;1 771 265;3 553 523;2 549 472;2 817 684;3 400 598;4 213 679;4 383 519;3 377 279;2 537 683;252 274;;47 425;118 924;93 192;41 819;35 688;32 760;28 234;19 966;13 982;12 479;2 202;;166 952;2 282 140;5 621 779;4 206 325;4 544 364;5 572 435;6 011 469;5 108 272;3 760 263;2 978 948;308 487;
Rexel Australia Superannuation Plan;Non public offer;Retail;Corporate base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Russell Investments Master Trust;Public offer;Retail;Corporate base;Total Risk Management Pty Limited;Financial services corporation ownership;For profit status;95 618;9 277 851;*;*;;*;*;6 984 993;;*;1 857;6 596;9 555;4 351;3 237;2 572;1 695;875;380;176;54;*;7 210;157 515;557 960;403 283;367 141;346 995;217 574;117 602;81 639;28 387;6 770;*;3 109;12 522;16 761;8 779;7 650;6 577;4 911;2 368;998;447;43;*;16 965;289 237;1 062 772;1 022 239;1 231 091;1 419 144;1 018 479;514 533;273 277;126 642;10 028;*
Smartsave 'Member's Choice' Superannuation Master Plan;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;6 523;185 243;*;*;;*;*;126 851;;*;109;413;572;341;293;245;191;101;50;*;*;;262;3 653;11 154;9 791;11 234;7 830;7 243;4 972;1 199;*;*;;248;834;937;584;494;401;318;190;102;*;*;;950;10 120;23 105;20 290;21 091;21 978;16 474;7 716;3 726;*;*;
SMF Eligible Rollover Fund;Public offer;Retail - ERF;General base;I.O.O.F. Investment Management Limited;Financial services corporation ownership;For profit status;30 687;63 254;12 977;17 710;;;23 816;39 438;;;*;930;5 360;2 266;1 401;1 177;834;198;65;*;*;666;*;589;7 243;6 305;3 845;2 915;1 724;430;17;*;*;683;*;1 240;6 703;3 096;2 058;1 647;1 177;308;124;*;*;1 213;*;1 178;9 971;7 646;7 395;7 062;4 285;1 052;307;*;*;453
Star Portfolio Superannuation Fund;Public offer;Retail;General base;Avanteos Investments Limited;Financial services corporation ownership;For profit status;1 825;622 524;892;933;;;297 679;324 845;;;;*;47;39;*;88;199;264;148;61;*;;;*;5 889;7 156;*;28 525;80 303;94 354;50 566;20 033;*;;*;*;45;48;*;85;182;253;175;72;*;;*;*;7 403;14 110;*;32 740;63 509;94 059;65 677;27 549;*;
StatePlus Fixed Term Pension Plan;Public offer;Retail;General base;State Super Financial Services Australia Limited;Other ownership type;For profit status;228;1 567;135;93;;;1 281;286;;;;;;;;;;;;*;*;;;;;;;;;;;*;*;;;;;;;;;;*;*;;;;;;;;;;;*;*;;
Statewide Superannuation Trust;Public offer;Industry;General base;Statewide Superannuation Pty Ltd;Employer sponsor (non-public sector) ownership;Not for profit status;161 648;9 538 330;83 685;*;*;;4 476 271;*;*;;10 275;18 313;18 035;9 444;8 694;7 652;5 743;3 182;1 588;726;33;;35 893;362 148;749 006;578 345;652 292;711 047;633 324;426 915;221 218;103 439;2 645;;9 857;17 868;16 346;8 034;7 319;6 773;5 762;3 212;1 719;990;72;;38 649;376 623;795 120;575 171;691 892;854 687;821 718;498 081;260 195;140 923;8 998;
Stone   Superannuation Fund;Non public offer;Retail;General base;Ru-Estates Pty Ltd;Nominating organisation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Suncorp Master Trust;Public offer;Retail;General base;Suncorp Portfolio Services Limited;Financial services corporation ownership;For profit status;202 219;6 908 184;84 978;117 241;;;2 568 178;4 340 006;;;10 421;18 308;20 325;10 997;8 353;6 413;3 977;2 157;1 552;2 058;417;;25 410;216 032;498 324;368 642;321 831;295 887;236 628;210 685;188 457;184 416;21 866;;11 119;22 163;27 878;15 131;13 243;11 351;7 821;3 693;2 059;2 224;559;;28 246;288 091;774 463;598 052;663 310;672 566;519 307;311 630;230 670;227 976;25 695;
Sunsuper Superannuation Fund;Public offer;Industry;General base;Sunsuper Pty. Ltd.;Nominating organisation ownership;Not for profit status;1 613 865;66 902 625;700 666;911 422;;1 777;25 303 836;41 597 223;;1 566;124 324;215 795;149 759;63 565;51 234;43 304;29 015;14 951;6 245;2 071;290;113;485 862;3 564 361;5 809 325;3 401 176;3 212 627;3 303 670;2 690 277;1 789 785;759 552;278 616;7 857;728;167 832;288 968;192 619;80 284;62 401;51 469;35 450;19 386;8 937;3 479;322;275;700 737;5 200 707;9 756 920;6 040 449;5 711 748;5 754 433;4 304 260;2 462 663;1 169 671;474 766;18 589;2 280
Super Directions Fund;Public offer;Retail;General base;N. M. Superannuation Proprietary Limited;Financial services corporation ownership;For profit status;186 212;3 275 451;*;*;;*;*;2 201 625;;*;3 558;12 994;20 596;11 256;9 082;6 805;3 894;1 671;715;312;*;;9 790;100 751;246 131;184 308;179 699;155 454;113 647;48 622;22 926;11 538;*;;5 843;19 992;30 379;17 814;15 242;12 487;7 772;3 599;1 483;635;*;;19 865;185 807;448 718;352 639;359 414;364 337;259 664;124 150;58 841;26 768;*;
Super Safeguard Fund;Public offer;Retail - ERF;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;41 886;16 130;21 393;*;;*;6 010;*;;*;51;2 423;8 635;4 190;2 613;1 810;1 174;360;88;*;*;*;25;655;2 029;1 294;877;781;251;76;13;*;*;*;73;2 404;7 557;3 964;2 693;1 911;1 308;380;123;*;*;*;36;806;2 439;2 383;1 418;1 438;554;1 002;31;*;*;*
SuperTrace Eligible Rollover Fund;Public offer;Retail - ERF;General base;Colonial Mutual Superannuation Pty. Ltd.;Financial services corporation ownership;For profit status;712 729;1 098 820;288 745;423 984;;;435 632;663 188;;;7 669;50 636;96 971;48 468;34 064;27 134;19 337;3 558;644;*;*;*;1 599;25 980;111 778;108 641;88 404;56 594;32 426;7 591;1 637;*;*;*;10 870;75 749;134 938;70 350;52 401;42 011;29 803;5 823;1 451;*;*;*;2 089;35 060;139 127;136 573;125 379;117 712;77 898;21 807;5 391;*;*;*
Symetry Personal Retirement Fund;Public offer;Retail;General base;Avanteos Investments Limited;Financial services corporation ownership;For profit status;8 119;1 763 127;3 755;4 364;;;781 733;981 394;;;*;*;183;252;307;301;398;535;691;952;115;;*;*;13 170;24 289;39 575;60 453;95 494;171 100;193 544;170 084;13 038;;*;*;223;347;410;519;555;522;641;966;141;;*;*;28 486;42 789;68 282;120 523;164 689;167 150;185 654;186 470;14 652;
TAL Superannuation and Insurance Fund;Public offer;Retail;General base;TAL Superannuation Limited;Financial services corporation ownership;For profit status;72 443;1 324 532;24 626;47 817;;;379 601;944 931;;;*;2 853;6 103;4 569;4 128;3 558;2 168;762;250;118;*;;*;11 863;47 338;60 338;80 563;87 511;58 660;21 888;7 879;2 942;*;;*;4 229;10 868;8 472;8 191;7 803;5 070;1 990;735;278;*;;*;16 938;99 480;139 678;188 806;235 711;172 075;61 927;22 251;6 365;*;
Tasplan Superannuation Fund;Public offer;Industry;General base;Tasplan Pty Ltd;Nominating organisation ownership;Not for profit status;137 507;9 461 212;68 275;69 040;;192;4 454 794;5 006 085;;333;7 199;13 752;13 560;7 558;7 171;7 425;5 989;3 289;1 619;*;*;;42 689;398 126;824 141;532 762;556 613;696 199;674 024;423 966;223 415;*;*;;8 228;15 009;13 368;6 978;6 301;6 651;5 789;3 651;2 040;*;*;;51 364;447 119;901 357;608 674;630 645;780 731;731 026;465 430;261 671;*;*;
Telstra Superannuation Scheme;Public offer;Corporate;Corporate base;Telstra Super Pty Ltd;Employer sponsor (non-public sector) ownership;Not for profit status;96 600;21 267 783;*;*;*;;*;15 260 869;*;;1 439;6 037;8 675;5 412;4 284;3 441;3 437;3 024;1 612;*;*;;9 487;218 704;783 796;887 658;842 942;856 669;989 794;883 437;421 965;*;*;;1 646;7 579;11 821;7 257;7 037;6 821;6 927;6 039;2 625;*;*;;12 055;334 111;1 319 055;1 681 457;2 395 945;2 999 237;2 964 394;2 376 515;891 448;*;*;
The Bendigo Superannuation Plan;Public offer;Retail;General base;Sandhurst Trustees Limited;Financial services corporation ownership;For profit status;23 039;1 516 300;9 773;13 266;;;630 479;885 821;;;1 603;1 396;1 378;900;901;912;1 009;945;470;*;*;*;4 838;22 004;48 987;42 912;50 339;77 169;127 812;161 435;63 776;*;*;*;2 141;2 363;1 895;1 073;1 016;1 225;1 292;1 176;676;*;*;*;7 567;44 903;91 307;71 213;76 487;125 408;173 809;169 602;82 664;*;*;*
The James Superannuation Fund;Non public offer;Corporate;Corporate base;G James Superannuation Pty Ltd;Employer sponsor (non-public sector) ownership;Not for profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
The State Bank Supersafe Approved Deposit Fund;Public offer;Retail;General base;Colonial Mutual Superannuation Pty. Ltd.;Financial services corporation ownership;For profit status;624;7 018;308;316;;;3 323;3 695;;;;;;*;*;122;94;;;;;;;;;*;*;1 176;1 720;;;;;;;;;*;*;127;124;*;;;;;;;;*;*;1 381;2 023;*;;;;
The Super Money Eligible Rollover Fund (SMERF);Public offer;Retail - ERF;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;83 363;67 007;29 934;53 291;;138;22 972;44 014;;21;*;5 722;11 380;4 454;2 544;2 351;1 603;1 016;368;*;350;;*;948;7 067;6 168;4 577;2 601;962;365;167;*;77;;*;10 195;18 990;9 457;4 376;3 688;2 701;1 883;834;*;699;;*;2 058;12 015;9 088;8 955;7 768;2 461;1 052;209;*;335;
The Towers Watson Superannuation Fund;Non public offer;Retail;Corporate base;Wycomp Pty. Limited;Other ownership type;Not for profit status;224;31 075;108;116;;;9 912;21 163;;;*;27;46;*;*;*;*;;;;;;*;822;3 428;*;*;*;*;;;;;;*;32;36;*;*;*;*;*;;;;;*;1 052;3 972;*;*;*;*;*;;;;
The University of New England Professorial Superannuation Fund;Non public offer;Retail;Corporate base;Equity Trustees Superannuation Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
The University of New South Wales Professorial Superannuation Fund;Non public offer;Retail;Corporate base;Equity Trustees Superannuation Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
The University of Sydney Professorial Superannuation System;Public offer;Retail;Corporate base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
The University of Wollongong Professorial Superannuation Scheme;Public offer;Retail;Corporate base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
The Victorian Independent Schools Superannuation Fund;Non public offer;Industry;Industry base;V.I.S. Nominees Pty. Limited;Other ownership type;Not for profit status;8 587;753 233;6 385;*;;*;532 325;*;;*;782;1 050;1 333;805;720;592;529;306;195;73;;;1 431;17 720;61 545;66 417;80 964;90 185;104 595;57 815;38 020;13 633;;;250;370;449;252;228;201;207;155;52;*;*;;372;5 295;27 480;23 540;30 616;33 857;45 086;37 178;10 718;*;*;
Tidswell Master Superannuation Plan;Public offer;Retail;General base;Tidswell Financial Services Ltd;Financial services corporation ownership;For profit status;20 828;661 078;7 900;12 928;;;167 931;493 147;;;2 590;1 725;1 525;678;552;395;156;65;81;109;24;;2 455;23 564;39 222;18 472;18 675;18 875;9 713;6 483;12 385;13 943;4 144;;2 045;4 128;3 657;1 163;815;530;274;145;65;84;22;;3 541;100 771;184 162;56 346;43 541;35 568;25 184;14 815;9 259;17 938;2 022;
Toyota Super;Non public offer;Corporate;Corporate base;Toyota Super Pty Ltd;Financial services corporation ownership;Not for profit status;5 143;877 884;1 137;4 006;;;142 718;735 166;;;40;229;385;162;139;101;46;*;*;;;;231;7 303;35 101;26 968;26 406;24 711;12 221;*;*;;;;115;469;1 058;689;658;549;322;*;*;*;*;;740;17 577;115 122;124 992;154 472;171 473;103 864;*;*;*;*;
TWU Superannuation Fund;Public offer;Industry;Industry base;T W U Nominees Pty Ltd;Financial services corporation ownership;Not for profit status;108 165;5 629 157;12 089;96 076;;;383 055;5 246 102;;;1 451;3 156;2 710;1 424;1 214;1 017;628;325;124;40;;;5 059;40 235;78 226;53 465;56 645;54 949;45 545;29 400;15 701;3 830;;;6 737;17 609;19 308;12 345;12 287;12 073;9 005;4 550;1 692;446;24;;30 000;326 682;842 907;765 373;895 062;1 035 371;781 537;386 773;146 027;35 824;546;
Ultimate Superannuation Fund;Public offer;Retail;General base;Avanteos Investments Limited;Financial services corporation ownership;For profit status;1 569;345 809;751;818;;;159 292;186 517;;;;*;97;55;49;71;117;122;104;94;*;;;*;8 193;7 593;8 315;16 508;30 503;38 241;26 147;21 199;*;;*;*;117;66;65;82;113;120;105;102;*;;*;*;12 524;12 969;12 406;18 587;37 064;39 858;27 203;22 741;*;
Unisuper;Non public offer;Industry;Industry base;Unisuper Limited;Public company ownership;Not for profit status;474 772;72 834 452;270 903;203 834;;35;36 028 479;36 805 316;;657;23 988;59 761;63 632;28 133;23 820;22 755;20 202;15 126;8 569;4 297;620;;63 599;1 643 108;5 364 056;4 027 389;4 595 531;5 954 126;5 979 292;4 531 181;2 583 502;1 202 574;84 121;;18 207;46 249;44 518;18 650;16 030;15 943;15 535;13 001;8 940;5 853;908;;47 027;1 154 346;4 474 651;3 575 935;4 362 639;5 978 540;6 283 172;4 888 031;3 480 642;2 360 265;200 068;
United Technologies Corporation Retirement Plan;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;1 852;321 668;285;1 567;;;21 260;300 408;;;*;37;71;53;44;26;23;*;*;*;*;*;*;863;3 103;2 425;2 876;2 448;3 088;*;*;*;*;*;*;111;280;251;274;271;180;*;*;*;*;;*;5 690;25 015;36 460;48 278;71 637;59 546;*;*;*;*;
Victorian Superannuation Fund;Public offer;Public Sector;Government base;Vicsuper Pty Ltd;Nominating organisation ownership;Not for profit status;248 032;23 140 579;160 233;87 777;;22;13 264 549;9 873 322;;2 708;9 068;33 677;39 195;19 158;15 832;14 571;13 382;8 892;4 513;1 898;47;;39 973;1 073 622;2 629 121;1 600 453;1 430 694;1 657 315;2 009 585;1 670 605;835 775;313 366;4 040;;5 854;17 242;18 592;8 926;7 409;7 608;7 931;7 198;4 604;2 347;66;;21 482;536 337;1 586 874;1 061 439;953 068;1 185 900;1 470 708;1 582 653;1 030 549;436 515;7 797;
WA Local Government Superannuation Plan;Public offer;Public Sector;Government base;WA Local Government Superannuation Plan Pty Ltd;Nominating organisation ownership;Not for profit status;56 398;3 916 275;*;*;*;;*;2 382 516;*;;2 825;5 354;5 942;3 090;2 829;2 583;1 873;1 104;471;*;*;;16 325;138 172;265 512;182 808;209 368;246 410;217 495;164 043;71 966;*;*;;2 895;5 606;5 887;3 559;3 496;3 254;2 704;1 642;786;*;*;;17 068;153 507;329 344;286 557;355 739;411 157;384 366;252 799;134 972;*;*;
Wealth Personal Superannuation and Pension Fund;Public offer;Retail;General base;N. M. Superannuation Proprietary Limited;Financial services corporation ownership;For profit status;307 147;45 164 907;*;*;;*;*;26 562 858;;*;*;6 249;15 576;11 093;11 129;13 962;21 035;21 745;15 499;11 712;1 221;;*;274 518;994 270;937 503;1 183 212;2 105 026;3 709 286;4 229 361;3 000 762;1 973 600;128 961;;*;9 828;23 520;16 034;16 419;20 115;27 978;27 412;18 700;14 748;1 959;*;*;575 226;1 962 911;1 799 016;2 251 413;3 384 014;5 086 797;5 072 506;3 528 669;2 495 078;218 762;*
Westpac Mastertrust - Superannuation Division;Public offer;Retail;General base;Westpac Securities Administration Limited;Financial services corporation ownership;For profit status;193 312;6 293 890;78 447;114 865;;;2 218 612;4 075 278;;;9 815;20 479;18 990;8 777;7 086;5 862;3 648;1 625;816;1 185;164;;31 758;316 194;567 414;332 170;280 945;277 334;171 286;76 246;51 557;99 829;13 879;;14 355;29 474;27 996;12 581;10 346;8 458;5 768;2 956;1 361;1 330;240;;57 347;508 722;1 042 664;632 065;575 985;527 562;366 485;162 305;85 684;96 966;19 493;
Westpac Personal Superannuation Fund;Public offer;Retail;General base;Westpac Securities Administration Limited;Financial services corporation ownership;For profit status;41 166;367 925;16 487;24 679;;;106 475;261 450;;;127;3 510;5 302;2 448;1 992;1 485;917;408;198;*;*;;0;0;640;7 731;17 503;21 987;25 481;15 600;11 239;*;*;;155;4 293;7 419;3 820;3 185;2 797;1 770;752;326;*;*;;0;0;4 435;24 258;46 543;68 753;60 941;32 357;15 916;*;*;
Zurich Master Superannuation Fund;Public offer;Retail;General base;Zurich Australian Superannuation Pty Ltd;Financial services corporation ownership;For profit status;15 694;1 075 407;5 123;10 571;;;320 386;755 021;;;*;*;404;670;1 000;1 073;783;384;244;391;94;;*;*;17 210;34 103;54 879;71 865;50 979;29 255;26 457;28 386;4 709;;*;*;718;1 119;1 834;2 683;2 171;867;414;469;*;;*;*;44 589;75 568;123 446;198 098;154 718;72 766;34 889;37 626;*;
